joint,mpjpe
left_shoulder,26.371628580865742
left_elbow,26.15000791643778
left_wrist,25.17902295159624
left_hip,2.3161696593047076
left_knee,10.096897679704526
left_ankle,21.388368594408462
right_shoulder,27.574838766501863
right_elbow,24.310478366201288
right_wrist,22.211248756472557
right_hip,2.3427922577901845
right_knee,18.850144965091552
right_ankle,32.693912501228596
