joint,mpjpe
left_shoulder,21.652063010954055
left_elbow,20.287694224346673
left_wrist,17.692151283268558
left_hip,2.5645374001036045
left_knee,14.26149187985573
left_ankle,13.665132888888683
right_shoulder,22.37814657512534
right_elbow,17.048701279646984
right_wrist,14.602365082507148
right_hip,2.659537017947075
right_knee,10.678507874803133
right_ankle,13.529802499998675
