frame,time_ms,x_0,y_0,z_0,v_0,x_1,y_1,z_1,v_1,x_2,y_2,z_2,v_2,x_3,y_3,z_3,v_3,x_4,y_4,z_4,v_4,x_5,y_5,z_5,v_5,x_6,y_6,z_6,v_6,x_7,y_7,z_7,v_7,x_8,y_8,z_8,v_8,x_9,y_9,z_9,v_9,x_10,y_10,z_10,v_10,x_11,y_11,z_11,v_11,x_12,y_12,z_12,v_12,x_13,y_13,z_13,v_13,x_14,y_14,z_14,v_14,x_15,y_15,z_15,v_15,x_16,y_16,z_16,v_16,x_17,y_17,z_17,v_17,x_18,y_18,z_18,v_18,x_19,y_19,z_19,v_19,x_20,y_20,z_20,v_20,x_21,y_21,z_21,v_21,x_22,y_22,z_22,v_22,x_23,y_23,z_23,v_23,x_24,y_24,z_24,v_24,x_25,y_25,z_25,v_25,x_26,y_26,z_26,v_26,x_27,y_27,z_27,v_27,x_28,y_28,z_28,v_28,x_29,y_29,z_29,v_29,x_30,y_30,z_30,v_30,x_31,y_31,z_31,v_31,x_32,y_32,z_32,v_32
1261,0,0.008923872,-0.565707922,-0.463887751,0.999997735,0.018307654,-0.60574162,-0.453289568,0.99999243,0.018767435,-0.606292129,-0.452645779,0.999992132,0.018669162,-0.606813312,-0.452670991,0.999991179,-0.014765204,-0.604164302,-0.452383816,0.999991834,-0.014527278,-0.604928911,-0.4533768,0.999991,-0.01458157,-0.60637331,-0.451900214,0.999989629,0.076651141,-0.601937354,-0.341178894,0.999985218,-0.076358438,-0.602187693,-0.345739275,0.999979973,0.033768345,-0.54509598,-0.420873344,0.999997199,-0.011561754,-0.543565691,-0.420919567,0.99999702,0.182960197,-0.432738692,-0.237338781,0.999996006,-0.172176287,-0.442908019,-0.250888765,0.999988258,0.227911964,-0.201860145,-0.200506181,0.998054624,-0.23267585,-0.205249771,-0.172367379,0.990410268,0.268220127,0.040993918,-0.294917196,0.996181965,-0.290063381,0.031748038,-0.250422359,0.983354092,0.283332676,0.123367839,-0.323556393,0.989136219,-0.30053252,0.107866183,-0.274958372,0.964370668,0.258975834,0.131467476,-0.358615726,0.989840984,-0.286065221,0.107951902,-0.314695686,0.966834962,0.256199926,0.059952509,-0.307453662,0.986670792,-0.278913856,0.049031727,-0.268270761,0.961169004,0.118902162,0.0005607,-0.000206412,0.999962389,-0.119215183,-0.001247758,0.001413607,0.999955595,0.126019672,0.395607948,0.09685421,0.997267008,-0.125849515,0.381274462,0.15466696,0.99541086,0.190797061,0.666870117,0.332392246,0.995702982,-0.132355899,0.687697351,0.40714407,0.994898498,0.204332069,0.7060197,0.34836939,0.952499926,-0.133558467,0.731031954,0.424717158,0.941214442,0.250234634,0.786693335,0.241946787,0.993978858,-0.186518013,0.809351087,0.323290676,0.991158426
1262,0.016666667,0.008319174,-0.561411619,-0.471211076,0.999997854,0.017199207,-0.601299465,-0.461116493,0.999992847,0.017675264,-0.601853609,-0.460452527,0.999992609,0.017578973,-0.602395892,-0.460458368,0.999991715,-0.015744334,-0.599200726,-0.460492671,0.999992311,-0.015510365,-0.599976182,-0.461513072,0.999991536,-0.015566682,-0.601416111,-0.460004896,0.999990284,0.074991956,-0.598023832,-0.349114984,0.999986112,-0.077768937,-0.596558869,-0.354972273,0.999981225,0.033165086,-0.541106045,-0.427909136,0.999997318,-0.012056175,-0.539070666,-0.428348541,0.999997139,0.182541311,-0.430348605,-0.244440138,0.999996006,-0.17223306,-0.43853873,-0.263423949,0.999988616,0.232883543,-0.201964185,-0.20380716,0.998050332,-0.241090566,-0.205272257,-0.192174256,0.990544081,0.290882438,0.041414741,-0.293240577,0.996129751,-0.307023466,0.031931333,-0.256362289,0.983477175,0.311875582,0.12326052,-0.319859326,0.98889339,-0.319082767,0.10797479,-0.277618587,0.964230359,0.288790077,0.132454246,-0.355324447,0.989672244,-0.30342114,0.108310163,-0.316527367,0.966839373,0.280874223,0.061272833,-0.306037188,0.986608744,-0.296069384,0.049475279,-0.273779035,0.96137315,0.11892841,0.000593798,-2.16E-05,0.999961734,-0.119236551,-0.001276788,0.001234787,0.999955177,0.125988916,0.398443103,0.097033344,0.997176766,-0.129188001,0.384059966,0.146137387,0.995440662,0.188568443,0.667885005,0.341580629,0.995650351,-0.134356976,0.688251197,0.39776659,0.994956434,0.201980591,0.706845522,0.359084189,0.951096892,-0.135318488,0.731330633,0.415789276,0.939941704,0.249828503,0.789322555,0.256126553,0.993953526,-0.18796289,0.81085819,0.31605491,0.991329253
1263,0.033333333,0.006819773,-0.561599553,-0.469541728,0.999997973,0.0152364,-0.601418555,-0.459335387,0.999993265,0.015721953,-0.601979375,-0.458677649,0.999993026,0.015622729,-0.602525234,-0.458701253,0.999992192,-0.017550044,-0.599420488,-0.458570808,0.999992788,-0.017319441,-0.600186884,-0.459590286,0.999992013,-0.017374853,-0.601625085,-0.458105028,0.99999088,0.072352186,-0.598299623,-0.347361386,0.999986947,-0.080170467,-0.597154796,-0.352815419,0.999982357,0.031524196,-0.541255653,-0.426339656,0.999997437,-0.013581658,-0.539284408,-0.42665568,0.999997258,0.181242481,-0.431049377,-0.243891716,0.999996066,-0.173143014,-0.438948035,-0.26278457,0.999988973,0.237268418,-0.208459243,-0.204145178,0.99805373,-0.247772262,-0.208709046,-0.195834845,0.990581393,0.307122737,0.035818916,-0.293034703,0.996162474,-0.320514679,0.029305184,-0.260540366,0.983606935,0.331169784,0.1150546,-0.319333225,0.988918304,-0.334489077,0.104182459,-0.280581385,0.96425581,0.309153587,0.128938049,-0.355142951,0.989736199,-0.318827868,0.106319129,-0.319676936,0.966979265,0.298169792,0.057425413,-0.30599156,0.986786127,-0.309925526,0.047431927,-0.278272569,0.961692572,0.118949942,0.000601941,8.51E-05,0.999961436,-0.11925263,-0.001284302,0.001128927,0.999955416,0.124450192,0.398046732,0.107008711,0.997096837,-0.133365706,0.383904576,0.147142306,0.995519221,0.183461517,0.667229295,0.366023988,0.995589852,-0.137021914,0.686591208,0.401018649,0.9950369,0.196835428,0.706244409,0.385076284,0.949946761,-0.137746051,0.729231477,0.41933164,0.939427972,0.24754642,0.788865268,0.283654749,0.993916154,-0.19139263,0.810404003,0.319797873,0.991508305
1264,0.05,0.007278793,-0.561179817,-0.471940666,0.999998093,0.015432501,-0.601026118,-0.461138159,0.999993682,0.015927345,-0.601607323,-0.46046409,0.999993443,0.015824825,-0.602139592,-0.460511267,0.999992669,-0.017306857,-0.598808229,-0.460874796,0.999993205,-0.017080706,-0.599582076,-0.461854905,0.99999249,-0.017134614,-0.601032257,-0.460380167,0.999991477,0.072321601,-0.59773916,-0.348734409,0.999987841,-0.080216207,-0.59562248,-0.356007427,0.99998349,0.031807452,-0.540798962,-0.428676158,0.999997556,-0.013297671,-0.538540065,-0.429547757,0.999997377,0.181207046,-0.431098163,-0.247262701,0.999996245,-0.173347548,-0.436904639,-0.266496748,0.99998939,0.244989082,-0.209567368,-0.212338135,0.998091519,-0.255877346,-0.208638147,-0.204847381,0.99082011,0.325013965,0.033401258,-0.304123402,0.99621588,-0.331496149,0.02934196,-0.27190432,0.983922899,0.352799773,0.111100957,-0.330808282,0.988971412,-0.346401691,0.103857599,-0.291355491,0.964567542,0.330327332,0.127406225,-0.367655426,0.989835799,-0.33024326,0.106374368,-0.330759823,0.967403173,0.316670775,0.055962462,-0.318311095,0.987019479,-0.32076332,0.047517221,-0.289889008,0.962308526,0.119002752,0.000561929,0.000251401,0.999961436,-0.119292803,-0.001241535,0.000972177,0.999955356,0.124521904,0.397657722,0.103439845,0.997009873,-0.133979037,0.383906245,0.144907624,0.995490372,0.183349133,0.666260004,0.363877237,0.995484829,-0.136869654,0.685710192,0.402463019,0.995038807,0.196836382,0.705088258,0.38330093,0.948743403,-0.137381971,0.728213668,0.421101481,0.938212335,0.247828677,0.787775755,0.282829046,0.993821919,-0.191239625,0.8103019,0.322095871,0.991579771
1265,0.066666667,0.007721211,-0.560640156,-0.475036621,0.999998152,0.015464331,-0.600462437,-0.463941842,0.99999404,0.015963901,-0.601065278,-0.463244319,0.999993801,0.015859548,-0.601578772,-0.463312805,0.999993086,-0.017211929,-0.597751617,-0.464003265,0.999993563,-0.016991271,-0.598523498,-0.464974463,0.999992907,-0.017043216,-0.599987566,-0.463545442,0.999991953,0.07207638,-0.596774042,-0.352033764,0.999988556,-0.080225237,-0.592126131,-0.360306531,0.999984443,0.032244477,-0.54010582,-0.432011962,0.999997675,-0.012712302,-0.53719461,-0.43321082,0.999997497,0.181205884,-0.430183053,-0.256861895,0.999996305,-0.173504695,-0.433135033,-0.272506773,0.999989629,0.252383947,-0.209519506,-0.233529121,0.998115242,-0.270586282,-0.208784685,-0.221195057,0.991035819,0.336805224,0.030514412,-0.32898891,0.996216118,-0.352072895,0.026101068,-0.290853173,0.98409301,0.366601795,0.105727479,-0.358000785,0.988886118,-0.368013978,0.098033682,-0.309959322,0.964532077,0.342711061,0.123362094,-0.393723905,0.989815831,-0.351430684,0.101327062,-0.348803967,0.967552006,0.328642547,0.05366011,-0.343527526,0.98713702,-0.341497302,0.044452276,-0.308722377,0.962732553,0.119013399,0.00047205,0.000263244,0.999959826,-0.119298823,-0.001141374,0.000961452,0.999953866,0.124500632,0.397355676,0.099475905,0.996807516,-0.134806931,0.383868694,0.14280206,0.995309114,0.18284364,0.665758312,0.361132711,0.995330036,-0.136728555,0.685090423,0.399004489,0.994885087,0.196505502,0.704612136,0.380279034,0.946367979,-0.137272656,0.727420747,0.417759538,0.935163558,0.247721478,0.787642419,0.279375255,0.993630409,-0.190981448,0.810220718,0.321446657,0.991399288
1266,0.083333333,0.008213442,-0.557367504,-0.478534013,0.999998271,0.01563804,-0.597372174,-0.467814535,0.999994397,0.016148096,-0.597993731,-0.467103004,0.999994159,0.016040832,-0.598497808,-0.467182696,0.999993503,-0.016960898,-0.594266772,-0.467555076,0.99999392,-0.016743815,-0.595068514,-0.468506247,0.999993324,-0.016796326,-0.596544564,-0.467088073,0.99999243,0.072186321,-0.594558775,-0.356964171,0.999989331,-0.079950653,-0.588896573,-0.363300532,0.999985337,0.032951768,-0.537262917,-0.435773551,0.999997795,-0.011971404,-0.533840418,-0.436393172,0.999997616,0.181801483,-0.42903617,-0.263062984,0.999996483,-0.173353001,-0.432958364,-0.273845255,0.999990046,0.2602956,-0.209457472,-0.246439993,0.998189032,-0.280023158,-0.214032218,-0.222162172,0.991348207,0.34554705,0.030499559,-0.344419152,0.996302664,-0.370182127,0.018973334,-0.295348018,0.984348178,0.375965595,0.105437368,-0.374545991,0.989006281,-0.388749629,0.089095682,-0.314970642,0.964669585,0.351821989,0.123227336,-0.410535663,0.989966214,-0.37209028,0.094400465,-0.354209721,0.967816293,0.337343484,0.053658441,-0.359260321,0.987407327,-0.360065341,0.038385827,-0.313553751,0.963220835,0.119024843,0.000449515,0.000294842,0.99995935,-0.119307213,-0.001115182,0.000935081,0.999953151,0.124515064,0.397155166,0.093640372,0.996680379,-0.134972036,0.383348614,0.13992393,0.995234609,0.183084548,0.663661599,0.359425128,0.995221257,-0.135442585,0.684058964,0.397255987,0.994830608,0.196618155,0.702315271,0.378589332,0.944607556,-0.1353181,0.726321399,0.41615051,0.933181524,0.248316333,0.785781324,0.277551591,0.993522227,-0.187448636,0.810172319,0.320461869,0.991370738
1267,0.1,0.008037453,-0.557563901,-0.477653146,0.999998391,0.015069784,-0.597566903,-0.46689114,0.999994695,0.015590712,-0.598186672,-0.466181785,0.999994457,0.015480876,-0.598689377,-0.466267884,0.99999392,-0.017397452,-0.594446242,-0.466531307,0.999994278,-0.017179389,-0.595246315,-0.467481971,0.999993682,-0.017233934,-0.59672159,-0.466073155,0.999992847,0.071286894,-0.594632745,-0.356145978,0.999990046,-0.080306426,-0.588573039,-0.362046987,0.999986112,0.032846402,-0.537424088,-0.435039937,0.999997914,-0.012037893,-0.533939123,-0.435529172,0.999997735,0.181762815,-0.429155171,-0.263609976,0.999996662,-0.173838109,-0.43315801,-0.273093224,0.999990344,0.267599165,-0.211651251,-0.249662116,0.99826771,-0.291947097,-0.221655726,-0.22307612,0.991636515,0.354952991,0.023894379,-0.34856537,0.996423066,-0.388904512,0.009460533,-0.299088657,0.984431863,0.385029674,0.096666045,-0.379137993,0.989232004,-0.409791976,0.078789219,-0.319513053,0.964468122,0.36121878,0.114676967,-0.415477335,0.990201414,-0.392757118,0.084464356,-0.358817786,0.967752099,0.346988916,0.047310054,-0.363526613,0.987752318,-0.379101038,0.029370097,-0.317603946,0.963383794,0.119023725,0.000341074,0.000406256,0.999958694,-0.119296774,-0.000999971,0.000831365,0.999952734,0.12429174,0.396146953,0.098083623,0.99654001,-0.13643682,0.380527586,0.140569359,0.995213985,0.182124689,0.660639226,0.370349616,0.99511236,-0.135564446,0.680587351,0.397225201,0.994797289,0.195935607,0.699098945,0.390668243,0.943181753,-0.135298759,0.722596645,0.415997058,0.931527138,0.248119473,0.784296155,0.290866971,0.993426859,-0.186619073,0.80906707,0.320700973,0.991355479
1268,0.116666667,0.008100756,-0.555787683,-0.482090652,0.99999845,0.015056397,-0.595855057,-0.471017599,0.999995053,0.015579326,-0.596474826,-0.470294327,0.999994814,0.015469396,-0.59697032,-0.47042796,0.999994338,-0.017395034,-0.592565894,-0.471035659,0.999994636,-0.017176941,-0.593364954,-0.471963465,0.99999404,-0.017231677,-0.594839752,-0.470583737,0.999993265,0.070668802,-0.592648208,-0.359522343,0.999990761,-0.080679968,-0.586066604,-0.366553932,0.999986947,0.032851443,-0.535483778,-0.439412832,0.999998033,-0.012031946,-0.531733572,-0.440306991,0.999997854,0.18147184,-0.429158717,-0.269593656,0.999996841,-0.175354868,-0.43201834,-0.275742531,0.999990702,0.274046659,-0.215649322,-0.260755837,0.998351336,-0.298201144,-0.224232107,-0.229960173,0.991888762,0.361784846,0.011850476,-0.364699215,0.996507645,-0.397344708,0.006905313,-0.314710259,0.984205902,0.391109228,0.081593074,-0.396137685,0.989322782,-0.419875324,0.07604982,-0.337779552,0.963581204,0.36876595,0.098208107,-0.434160143,0.990313888,-0.402772397,0.081098825,-0.378000796,0.967080951,0.354394019,0.034560345,-0.380342662,0.987942874,-0.387630343,0.026796116,-0.33419171,0.962906539,0.119031467,0.000123208,0.000438518,0.999958515,-0.119300626,-0.00078111,0.000804271,0.999952734,0.12348444,0.395975381,0.108798593,0.996507525,-0.137734547,0.378814191,0.145513818,0.995300353,0.180936277,0.660528123,0.383925736,0.995094776,-0.135590196,0.678239524,0.401559681,0.994846106,0.194987044,0.698980331,0.404509813,0.942525983,-0.135255337,0.72023046,0.420118451,0.931084633,0.247522965,0.784160912,0.301926225,0.993424416,-0.185888186,0.80837357,0.324222803,0.991456389
1269,0.133333333,0.007286557,-0.550067902,-0.487763911,0.99999851,0.014060651,-0.590240598,-0.476898402,0.999995351,0.014596961,-0.590865612,-0.476154685,0.999995053,0.014481264,-0.591352403,-0.476323903,0.999994636,-0.01827234,-0.586912036,-0.47708106,0.999994934,-0.018051041,-0.587714553,-0.478016704,0.999994338,-0.018114321,-0.58917892,-0.476653099,0.999993622,0.0686341,-0.587666571,-0.365386367,0.999991298,-0.082389027,-0.58122015,-0.373155326,0.999987662,0.031641711,-0.530020773,-0.44517228,0.999998152,-0.013216945,-0.526204228,-0.446316242,0.999997973,0.179540634,-0.427062958,-0.276315659,0.99999696,-0.178114697,-0.430037916,-0.281383991,0.999991059,0.27707237,-0.215704396,-0.268835634,0.998410463,-0.305951893,-0.227138966,-0.241379023,0.992078841,0.380870432,0.008278155,-0.367326438,0.996483326,-0.405507326,0.001434388,-0.328674138,0.983641326,0.415693134,0.074648596,-0.396440893,0.989076316,-0.429238051,0.068283655,-0.35138151,0.961906672,0.398164898,0.091601342,-0.435260355,0.990136445,-0.412461877,0.07352791,-0.392002046,0.965714753,0.376554847,0.030795854,-0.383197099,0.987826109,-0.396446317,0.021274764,-0.348450959,0.961703479,0.119019255,-6.30E-06,0.000450691,0.999957442,-0.119281411,-0.000649576,0.000794596,0.999952137,0.121456474,0.395701647,0.11878565,0.996472538,-0.139916748,0.375873208,0.151273042,0.995385885,0.176782638,0.659976542,0.392884701,0.995079994,-0.137632281,0.673913836,0.40577063,0.994900584,0.190778837,0.698458016,0.413303643,0.941804349,-0.13711594,0.71582979,0.424174517,0.930659592,0.243326217,0.783692718,0.309512734,0.993412197,-0.186548233,0.805793226,0.327965021,0.991571903
1270,0.15,0.005660099,-0.545496583,-0.49719727,0.99999851,0.012336321,-0.585655272,-0.485887378,0.99999553,0.012884105,-0.58630532,-0.485127866,0.999995172,0.012755551,-0.58676219,-0.485349119,0.999994814,-0.019895393,-0.582354367,-0.48631075,0.999995112,-0.019679679,-0.583134115,-0.487248629,0.999994516,-0.019750845,-0.584601581,-0.485926419,0.99999392,0.066060796,-0.582327962,-0.374082267,0.999991655,-0.08487194,-0.576349795,-0.382596642,0.999988139,0.029526794,-0.525169611,-0.454814583,0.999998212,-0.01537721,-0.521361291,-0.456246197,0.999998033,0.177137911,-0.424255729,-0.28596887,0.99999696,-0.1815698,-0.426015943,-0.29143247,0.999991238,0.28312996,-0.216164842,-0.284991622,0.998461008,-0.312495381,-0.228665754,-0.258743286,0.992237449,0.393871278,0.002451195,-0.381586522,0.996374726,-0.417723626,-0.006413311,-0.350926965,0.982764602,0.430306673,0.066207506,-0.409408629,0.988528371,-0.443917066,0.057378698,-0.374117821,0.959594131,0.413702488,0.083280578,-0.448806077,0.989686668,-0.428143501,0.061944455,-0.415092438,0.963793039,0.390395135,0.024878597,-0.397816747,0.987435877,-0.40963769,0.012844277,-0.371098548,0.960022569,0.118975073,-0.000217202,0.000683396,0.999956071,-0.119229801,-0.000435506,0.000576233,0.999951601,0.11978706,0.395571768,0.123796031,0.996412635,-0.141517386,0.370367199,0.15389201,0.995425761,0.16914092,0.659224629,0.401148349,0.995010912,-0.142708853,0.665802181,0.40988788,0.994915009,0.182751626,0.697792351,0.422111094,0.941265523,-0.142608196,0.707767487,0.42856431,0.93025893,0.237247601,0.783592105,0.317792863,0.993292332,-0.191788018,0.798689246,0.331559747,0.991585076
