time_ms,nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,left_hip_x,left_hip_y,left_hip_z,left_knee_x,left_knee_y,left_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,right_wrist_x,right_wrist_y,right_wrist_z,right_hip_x,right_hip_y,right_hip_z,right_knee_x,right_knee_y,right_knee_z,right_ankle_x,right_ankle_y,right_ankle_z
11.5,-0.007377684,0.535840929,-0.464100033,0.182379141,0.411160082,-0.255230248,0.209305614,0.181437477,-0.245015144,0.155256629,-0.033721887,-0.327885568,0.118992493,3.47E-05,0.005735061,0.134163588,-0.38454181,0.004998351,0.167416617,-0.651334465,0.254415959,-0.165738985,0.417100549,-0.273562133,-0.251794696,0.175142407,-0.241014764,-0.216452777,-0.053435039,-0.30524826,-0.119358897,0.000697801,-0.004481476,-0.13241823,-0.37032035,0.04782632,-0.134005845,-0.659890771,0.269249737
11.51666667,-0.00736771,0.538844407,-0.460620433,0.18218933,0.426479638,-0.250918686,0.212878749,0.196926519,-0.239597484,0.156177804,-0.01566829,-0.327904344,0.118930578,-6.57E-05,0.004330117,0.127804518,-0.39200452,0.056414854,0.165101677,-0.661032379,0.311349124,-0.167784378,0.430396736,-0.261629671,-0.259440064,0.188480228,-0.223718882,-0.222431034,-0.033845298,-0.303221554,-0.119296618,0.00079637,-0.003108917,-0.132310286,-0.372446209,0.103690065,-0.134983942,-0.66626811,0.344266504
11.53333333,-0.007578797,0.541707754,-0.453554362,0.181220531,0.442545533,-0.243635282,0.21459657,0.211964801,-0.231861845,0.157113209,0.003384151,-0.328038752,0.11892844,-0.000174566,0.002772924,0.123531081,-0.395571917,0.064999491,0.164401099,-0.665663183,0.315969139,-0.171956673,0.447046369,-0.247568235,-0.261656493,0.202009827,-0.202559471,-0.227946252,-0.013533145,-0.29613477,-0.119293496,0.000909335,-0.001569795,-0.132795602,-0.37406832,0.125836372,-0.134979263,-0.67079097,0.371717602
11.55,-0.007572999,0.551792026,-0.433512658,0.180581152,0.45574075,-0.232279032,0.216440871,0.226558372,-0.224030733,0.157871261,0.019504806,-0.328292519,0.118887119,-0.000374467,0.000941293,0.121673502,-0.39658311,0.070879593,0.165213093,-0.674031198,0.31207931,-0.173341975,0.466410011,-0.221273258,-0.262705117,0.226287872,-0.168523744,-0.236118525,0.01050688,-0.272280991,-0.119247802,0.001113058,0.000244186,-0.133456379,-0.374592662,0.128284052,-0.136510268,-0.679264367,0.363766342
11.56666667,-0.007655781,0.55337137,-0.418228984,0.177971065,0.466044217,-0.218267247,0.218065366,0.24318473,-0.214140251,0.157618955,0.045009442,-0.328865409,0.118866175,-0.000504534,0.000290464,0.118033856,-0.397767693,0.074362867,0.163937449,-0.679427445,0.309809029,-0.176673412,0.476511985,-0.205095321,-0.268348634,0.242976904,-0.16067937,-0.241108805,0.03356323,-0.275329262,-0.11922206,0.001245826,0.000898776,-0.134403855,-0.374785423,0.126399055,-0.139447019,-0.684024215,0.359927237
11.58333333,-0.008215621,0.555991709,-0.394887447,0.17685768,0.476076543,-0.200487688,0.220724449,0.257033378,-0.203129321,0.157197118,0.070062727,-0.328761935,0.118858077,-0.000686857,-0.000631073,0.117937475,-0.398217946,0.072695978,0.163592622,-0.679994524,0.308843166,-0.177238196,0.488080829,-0.17952776,-0.27169472,0.263628811,-0.140984058,-0.244649097,0.059663836,-0.272193909,-0.119209573,0.001424521,0.001809719,-0.136083782,-0.374940008,0.126697719,-0.141059503,-0.685297787,0.35661
11.6,-0.010210731,0.562368453,-0.373211771,0.175397456,0.484240353,-0.180867821,0.22341527,0.272839844,-0.182151318,0.154220209,0.093793377,-0.316636324,0.118868425,-0.001078592,-0.001058431,0.118187696,-0.402689636,0.074382626,0.162810758,-0.685948193,0.30732736,-0.177286282,0.494814873,-0.156086743,-0.275603175,0.28398937,-0.101217248,-0.252314955,0.082957901,-0.22247459,-0.119214691,0.001814629,0.002248285,-0.139250144,-0.375161111,0.124739513,-0.14440909,-0.687099874,0.332518607
11.61666667,-0.010138948,0.574389696,-0.334127069,0.174946949,0.495815992,-0.141726166,0.224924609,0.297512084,-0.137741148,0.156321332,0.122425899,-0.279894888,0.118866049,-0.001444792,-0.001035984,0.119056351,-0.406552762,0.076160893,0.161401168,-0.693455696,0.306251943,-0.17698203,0.500680983,-0.129140586,-0.279039383,0.30064401,-0.0766147,-0.254786879,0.101877369,-0.188690707,-0.119209819,0.00218097,0.002227734,-0.140612364,-0.37587598,0.108491607,-0.145940423,-0.692980349,0.288739145
11.63333333,-0.008967875,0.582450747,-0.322031319,0.173197746,0.498514742,-0.124926329,0.22579433,0.302921087,-0.1318506,0.156723008,0.145860136,-0.284665287,0.118874013,-0.001509083,-0.000700529,0.120570555,-0.409470081,0.076657131,0.160805315,-0.694409668,0.309981197,-0.17731905,0.505412161,-0.121582903,-0.284790307,0.316613734,-0.092477635,-0.253797203,0.136213124,-0.211551577,-0.119211316,0.002244507,0.00191847,-0.141729996,-0.376445711,0.091156319,-0.147046208,-0.695363641,0.268449247
11.65,-0.008263272,0.583418787,-0.310491174,0.170297742,0.503169656,-0.116460197,0.225702867,0.320190936,-0.130812705,0.156795174,0.181198686,-0.28844744,0.11886546,-0.001574348,-0.000322958,0.120665617,-0.413427323,0.077261865,0.159625843,-0.695886016,0.312255293,-0.178881243,0.508719921,-0.111573771,-0.288367271,0.336973011,-0.088562146,-0.260564983,0.163970336,-0.221587434,-0.11918918,0.002304806,0.001563669,-0.144697562,-0.376539648,0.081481151,-0.15116179,-0.696607471,0.261909604
11.66666667,-0.007367355,0.593631446,-0.277098507,0.16931209,0.514965475,-0.100789651,0.227030158,0.343925655,-0.133612424,0.157268524,0.227982134,-0.354868591,0.118776031,-0.001540393,-0.000300321,0.12070553,-0.414566755,0.076829515,0.158817038,-0.697697937,0.312555939,-0.180558026,0.516172051,-0.093879923,-0.28942129,0.357605219,-0.109688677,-0.258304924,0.197421417,-0.327285051,-0.119051591,0.002253767,0.001540767,-0.146923885,-0.377063841,0.082732312,-0.152586713,-0.697329879,0.27025041
11.68333333,-0.002602534,0.60564065,-0.24812381,0.168684378,0.530999482,-0.080038749,0.232574239,0.381649673,-0.141364515,0.160256654,0.276311606,-0.361015081,0.118395232,-0.001534751,-0.000170091,0.120767012,-0.415449917,0.075966813,0.158251241,-0.703101158,0.305327386,-0.181068286,0.524475873,-0.082988694,-0.29611361,0.38501054,-0.135097355,-0.258419722,0.238935277,-0.342735708,-0.118596099,0.002229736,0.001391617,-0.146746948,-0.377885073,0.083426073,-0.152365521,-0.699413061,0.272269487
11.7,-0.00136147,0.616252303,-0.253359467,0.168559536,0.538864791,-0.09177614,0.238892406,0.408508718,-0.218058854,0.16121152,0.317394137,-0.446055025,0.117772207,-0.001494543,-0.000147568,0.120821767,-0.414875567,0.078766063,0.15924111,-0.70254904,0.30448842,-0.181229666,0.531881154,-0.093166083,-0.2988832,0.412352949,-0.192627594,-0.257787645,0.276835054,-0.394378275,-0.117904134,0.002162314,0.001352394,-0.146258786,-0.37802574,0.092104197,-0.151966259,-0.702087402,0.276032954
11.71666667,0.00496236,0.615196645,-0.269807786,0.171575829,0.539555728,-0.102387801,0.238277152,0.441008896,-0.307119727,0.162201747,0.360374063,-0.538126886,0.117384575,-0.00138112,0.000696725,0.120931864,-0.413593948,0.087542512,0.168527797,-0.701698959,0.304636747,-0.178690508,0.532162845,-0.09669508,-0.295999467,0.438051254,-0.288477391,-0.25693503,0.313016057,-0.520233572,-0.117411561,0.002014678,0.000502387,-0.146299988,-0.375431806,0.099348024,-0.150518417,-0.701406538,0.286995292
