joint,mpjpe
left_shoulder,22.038182600131563
left_elbow,15.982034764119913
left_wrist,21.975826562084546
left_hip,2.185352134810997
left_knee,8.560404151155977
left_ankle,18.68367284000253
right_shoulder,21.982533088942922
right_elbow,14.054426625862604
right_wrist,21.7950241582916
right_hip,2.1916059754738866
right_knee,15.350411803866765
right_ankle,26.39683108619949
